Sample,Time(ms),A0(V),A1(V),A2(V),A3(V)
1697,4917,0.587,0.000,0.000,0.000
1698,4919,0.587,0.000,0.000,0.000
1699,4922,0.577,0.000,0.000,0.000
1700,4926,0.587,0.000,0.000,0.000
1701,4929,0.587,0.000,0.000,0.000
1702,4932,0.577,0.000,0.000,0.000
1703,4935,0.582,0.000,0.000,0.000
1704,4938,0.587,0.000,0.000,0.000
1705,4941,0.582,0.000,0.000,0.000
1706,4944,0.577,0.000,0.000,0.000
1707,4947,0.587,0.000,0.000,0.000
1708,4949,0.582,0.000,0.000,0.000
1709,4952,0.577,0.000,0.000,0.000
1710,4955,0.582,0.000,0.000,0.000
1711,4958,0.582,0.000,0.000,0.000
1712,4961,0.582,0.000,0.000,0.000
1713,4964,0.577,0.000,0.000,0.000
1714,4967,0.587,0.000,0.000,0.000
1715,4971,0.587,0.000,0.000,0.000
1716,4974,0.577,0.000,0.000,0.000
1717,4977,0.582,0.000,0.000,0.000
1718,4980,0.582,0.000,0.000,0.000
1719,4982,0.577,0.000,0.000,0.000
1720,4985,0.577,0.000,0.000,0.000
1721,4988,0.582,0.000,0.000,0.000
1722,4991,0.582,0.000,0.000,0.000
1723,4994,0.572,0.000,0.000,0.000
1724,4997,0.582,0.000,0.000,0.000
1725,5000,0.582,0.000,0.000,0.000
